Navire;Engin;Code_Espece;Type_Longueur;Increment;Unite_Taille;Unite_Poids;Presentation;Maturite_Echelle;Type_PC;Preparation_PC;Poids_PC;Cat;Date;Numero_Trait;Lieu;Zone;Taille(mm);Taille;Poids(g);Poids;Sexe;Maturite;Age;Reference_Prelevement;Reference_PC
626628;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;30;20/08/2013;-1;LCN;MCE;260;26;193;193;M;2;3;1A2;KS_13_TRIM3_LCN_0002
626628;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;30;20/08/2013;-1;LCN;MCE;280;28;256;256;M;2;2;1A3;KS_13_TRIM3_LCN_0003
626628;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;30;20/08/2013;-1;LCN;MCE;310;31;322;322;M;2;3;1A4;KS_13_TRIM3_LCN_0004
626628;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;30;20/08/2013;-1;LCN;MCE;310;31;322;322;M;2;4;1A5;KS_13_TRIM3_LCN_0005
626628;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;30;20/08/2013;-1;LCN;MCE;300;30;325;325;F;2;2;1A6;KS_13_TRIM3_LCN_0006
626628;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;30;20/08/2013;-1;LCN;MCE;300;30;307;307;F;2;3;1A7;KS_13_TRIM3_LCN_0007
626628;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;30;20/08/2013;-1;LCN;MCE;280;28;265;265;F;2;3;1A8;KS_13_TRIM3_LCN_0008
626628;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;30;20/08/2013;-1;LCN;MCE;340;34;424;424;F;2;4;1B1;KS_13_TRIM3_LCN_0009
626628;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;30;20/08/2013;-1;LCN;MCE;280;28;262;262;F;2;2;1B2;KS_13_TRIM3_LCN_0010
626628;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;30;20/08/2013;-1;LCN;MCE;280;28;234;234;F;2;2;1B3;KS_13_TRIM3_LCN_0011
626628;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;30;20/08/2013;-1;LCN;MCE;310;31;321;321;F;2;2;1B4;KS_13_TRIM3_LCN_0012
626628;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;30;20/08/2013;-1;LCN;MCE;300;30;363;363;F;2;2;1B5;KS_13_TRIM3_LCN_0013
626628;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;30;20/08/2013;-1;LCN;MCE;300;30;287;287;F;2;3;1B6;KS_13_TRIM3_LCN_0014
626628;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;30;20/08/2013;-1;LCN;MCE;280;28;254;254;F;2;3;1B7;KS_13_TRIM3_LCN_0015
626628;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;30;20/08/2013;-1;LCN;MCE;290;29;306;306;F;2;3;1B8;KS_13_TRIM3_LCN_0016
626628;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;30;20/08/2013;-1;LCN;MCE;320;32;355;355;F;2;3;1C1;KS_13_TRIM3_LCN_0017
626628;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;30;20/08/2013;-1;LCN;MCE;290;29;256;256;F;2;2;1C2;KS_13_TRIM3_LCN_0018
626628;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;30;20/08/2013;-1;LCN;MCE;290;29;285;285;F;2;2;1C3;KS_13_TRIM3_LCN_0019
626628;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;30;20/08/2013;-1;LCN;MCE;310;31;326;326;F;2;3;1C4;KS_13_TRIM3_LCN_0020
626628;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;30;20/08/2013;-1;LCN;MCE;290;29;250;250;F;2;3;1C5;KS_13_TRIM3_LCN_0021
626628;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;30;20/08/2013;-1;LCN;MCE;310;31;321;321;F;2;3;1C6;KS_13_TRIM3_LCN_0022
907928;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;10;20/08/2013;-1;LCN;MCE;400;40;593;593;M;2;4;1D1;KS_13_TRIM3_LCN_0023
907928;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;10;20/08/2013;-1;LCN;MCE;480;48;1224;1224;F;2;7;1D2;KS_13_TRIM3_LCN_0024
907928;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;10;20/08/2013;-1;LCN;MCE;490;49;1522;1522;F;2;5;1D3;KS_13_TRIM3_LCN_0025
907928;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;10;20/08/2013;-1;LCN;MCE;440;44;940;940;F;2;5;1D4;KS_13_TRIM3_LCN_0026
907928;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;10;20/08/2013;-1;LCN;MCE;420;42;797;797;F;2;5;1D5;KS_13_TRIM3_LCN_0027
907928;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;10;20/08/2013;-1;LCN;MCE;440;44;972;972;F;2;5;1D6;KS_13_TRIM3_LCN_0028
907928;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;10;20/08/2013;-1;LCN;MCE;440;44;1018;1018;F;2;5;1D7;KS_13_TRIM3_LCN_0029
907928;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;10;20/08/2013;-1;LCN;MCE;380;38;556;556;F;2;3;1D8;KS_13_TRIM3_LCN_0030
907928;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;10;20/08/2013;-1;LCN;MCE;380;38;624;624;F;2;3;1,00E+01;KS_13_TRIM3_LCN_0031
907928;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;10;20/08/2013;-1;LCN;MCE;380;38;665;665;F;2;3;1,00E+02;KS_13_TRIM3_LCN_0032
907928;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;10;20/08/2013;-1;LCN;MCE;380;38;606;606;F;2;4;1,00E+03;KS_13_TRIM3_LCN_0033
907928;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;10;20/08/2013;-1;LCN;MCE;390;39;631;631;F;2;3;1,00E+04;KS_13_TRIM3_LCN_0034
907928;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;10;20/08/2013;-1;LCN;MCE;420;42;619;619;F;2;4;1,00E+05;KS_13_TRIM3_LCN_0035
907928;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;10;20/08/2013;-1;LCN;MCE;380;38;605;605;F;2;4;1,00E+06;KS_13_TRIM3_LCN_0036
907928;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;10;20/08/2013;-1;LCN;MCE;380;38;654;654;F;2;4;1,00E+07;KS_13_TRIM3_LCN_0037
739545;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;20;20/08/2013;-1;LCN;MCE;370;37;594;594;M;2;4;1F1;KS_13_TRIM3_LCN_0038
739545;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;20;20/08/2013;-1;LCN;MCE;330;33;413;413;M;2;3;1F2;KS_13_TRIM3_LCN_0039
739545;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;20;20/08/2013;-1;LCN;MCE;380;38;597;597;F;2;4;1F3;KS_13_TRIM3_LCN_0040
739545;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;20;20/08/2013;-1;LCN;MCE;350;35;525;525;F;2;3;1F4;KS_13_TRIM3_LCN_0041
739545;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;20;20/08/2013;-1;LCN;MCE;370;37;598;598;F;2;4;1F5;KS_13_TRIM3_LCN_0042
739545;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;20;20/08/2013;-1;LCN;MCE;360;36;510;510;F;2;3;1F6;KS_13_TRIM3_LCN_0043
739545;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;20;20/08/2013;-1;LCN;MCE;350;35;534;534;F;2;2;1F7;KS_13_TRIM3_LCN_0044
739545;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;20;20/08/2013;-1;LCN;MCE;330;33;435;435;F;2;3;1F8;KS_13_TRIM3_LCN_0045
739545;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;20;20/08/2013;-1;LCN;MCE;330;33;496;496;F;2;3;2A1;KS_13_TRIM3_LCN_0046
739545;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;20;20/08/2013;-1;LCN;MCE;340;34;461;461;F;2;3;2A2;KS_13_TRIM3_LCN_0047
739545;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;20;20/08/2013;-1;LCN;MCE;360;36;579;579;F;2;3;2A3;KS_13_TRIM3_LCN_0048
739545;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;20;20/08/2013;-1;LCN;MCE;350;35;479;479;F;2;3;2A4;KS_13_TRIM3_LCN_0049
739545;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;20;20/08/2013;-1;LCN;MCE;340;34;429;429;F;2;3;2A5;KS_13_TRIM3_LCN_0050
739545;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;20;20/08/2013;-1;LCN;MCE;330;33;459;459;F;2;3;2A6;KS_13_TRIM3_LCN_0051
739545;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;20;20/08/2013;-1;LCN;MCE;360;36;546;546;F;2;3;2A7;KS_13_TRIM3_LCN_0052
739545;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;20;20/08/2013;-1;LCN;MCE;370;37;502;502;F;2;4;2A8;KS_13_TRIM3_LCN_0053
739545;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;20;20/08/2013;-1;LCN;MCE;330;33;403;403;F;2;2;2B1;KS_13_TRIM3_LCN_0054
739545;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;20;20/08/2013;-1;LCN;MCE;330;33;408;408;F;2;3;2B2;KS_13_TRIM3_LCN_0055
739545;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;20;20/08/2013;-1;LCN;MCE;360;36;470;470;F;2;3;2B3;KS_13_TRIM3_LCN_0056
739545;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;20;20/08/2013;-1;LCN;MCE;360;36;544;544;F;2;3;2B4;KS_13_TRIM3_LCN_0057
626625;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;40;20/08/2013;-1;LCN;MCE;290;29;253;253;F;2;3;2C1;KS_13_TRIM3_LCN_0058
626625;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;40;20/08/2013;-1;LCN;MCE;260;26;185;185;F;2;2;2C2;KS_13_TRIM3_LCN_0059
626625;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;40;20/08/2013;-1;LCN;MCE;270;27;206;206;F;2;3;2C3;KS_13_TRIM3_LCN_0060
626625;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;40;20/08/2013;-1;LCN;MCE;250;25;177;177;F;2;2;2C4;KS_13_TRIM3_LCN_0061
626625;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;40;20/08/2013;-1;LCN;MCE;280;28;214;214;F;2;2;2C5;KS_13_TRIM3_LCN_0062
626625;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;40;20/08/2013;-1;LCN;MCE;270;27;208;208;F;2;2;2C6;KS_13_TRIM3_LCN_0063
626625;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;40;20/08/2013;-1;LCN;MCE;300;30;271;271;F;2;2;2C7;KS_13_TRIM3_LCN_0064
626625;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;40;20/08/2013;-1;LCN;MCE;300;30;280;280;F;2;3;2C8;KS_13_TRIM3_LCN_0065
626625;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;40;20/08/2013;-1;LCN;MCE;300;30;255;255;F;2;3;2D1;KS_13_TRIM3_LCN_0066
626625;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;40;20/08/2013;-1;LCN;MCE;300;30;251;251;F;2;3;2D2;KS_13_TRIM3_LCN_0067
626625;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;40;20/08/2013;-1;LCN;MCE;290;29;245;245;F;2;3;2D3;KS_13_TRIM3_LCN_0068
626625;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;40;20/08/2013;-1;LCN;MCE;260;26;194;194;F;2;2;2D4;KS_13_TRIM3_LCN_0069
626625;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;40;20/08/2013;-1;LCN;MCE;260;26;189;189;F;2;2;2D5;KS_13_TRIM3_LCN_0070
626625;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;40;20/08/2013;-1;LCN;MCE;280;28;235;235;F;2;2;2D6;KS_13_TRIM3_LCN_0071
626625;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;40;20/08/2013;-1;LCN;MCE;280;28;226;226;F;2;2;2D7;KS_13_TRIM3_LCN_0072
626625;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;40;20/08/2013;-1;LCN;MCE;270;27;207;207;F;2;2;2D8;KS_13_TRIM3_LCN_0073
626625;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;40;20/08/2013;-1;LCN;MCE;270;27;190;190;F;2;3;2,00E+01;KS_13_TRIM3_LCN_0074
626625;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;40;20/08/2013;-1;LCN;MCE;290;29;253;253;F;2;3;2,00E+02;KS_13_TRIM3_LCN_0075
626625;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;40;20/08/2013;-1;LCN;MCE;280;28;232;232;F;2;3;2,00E+03;KS_13_TRIM3_LCN_0076
626625;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;40;20/08/2013;-1;LCN;MCE;260;26;190;190;F;2;2;2,00E+04;KS_13_TRIM3_LCN_0077
626625;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;40;20/08/2013;-1;LCN;MCE;270;27;205;205;F;2;2;2,00E+05;KS_13_TRIM3_LCN_0078
626625;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;40;20/08/2013;-1;LCN;MCE;260;26;205;205;F;2;2;2,00E+06;KS_13_TRIM3_LCN_0079
626625;OTB;1978;Longueur totale (LT);1;CM;G;ENTIER;4;Otolithe;Entier;-1;40;20/08/2013;-1;LCN;MCE;280;28;199;199;F;2;2;2,00E+07;KS_13_TRIM3_LCN_0080
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;1;FBL;MCE;160;16;44;44;I;-1;1;1;KS_13_TRIM3_PENLY_0001
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;2;FBL;MCE;180;18;60;60;I;-1;1;2;KS_13_TRIM3_PENLY_0002
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;4;FBL;MCE;140;14;31;31;I;-1;0;3;KS_13_TRIM3_PENLY_0003
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;5;FBL;MCE;140;14;32;32;I;-1;0;4;KS_13_TRIM3_PENLY_0004
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;5;FBL;MCE;130;13;28;28;I;-1;0;5;KS_13_TRIM3_PENLY_0005
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;5;FBL;MCE;130;13;25,5;25,5;I;-1;0;6;KS_13_TRIM3_PENLY_0006
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;5;FBL;MCE;130;13;28;28;I;-1;0;7;KS_13_TRIM3_PENLY_0007
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;5;FBL;MCE;130;13;26;26;I;-1;0;8;KS_13_TRIM3_PENLY_0008
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;5;FBL;MCE;130;13;25;25;I;-1;0;9;KS_13_TRIM3_PENLY_0009
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;5;FBL;MCE;130;13;27,5;27,5;I;-1;0;10;KS_13_TRIM3_PENLY_0010
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;16;FBL;MCE;130;13;25;25;I;-1;0;11;KS_13_TRIM3_PENLY_0011
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;16;FBL;MCE;130;13;25;25;I;-1;0;12;KS_13_TRIM3_PENLY_0012
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;16;FBL;MCE;140;14;31;31;I;-1;0;13;KS_13_TRIM3_PENLY_0013
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;17;FBL;MCE;130;13;25;25;I;-1;0;14;KS_13_TRIM3_PENLY_0014
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;17;FBL;MCE;130;13;23;23;I;-1;0;15;KS_13_TRIM3_PENLY_0015
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;17;FBL;MCE;130;13;23;23;I;-1;0;16;KS_13_TRIM3_PENLY_0016
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;18;FBL;MCE;130;13;31;31;I;-1;0;17;KS_13_TRIM3_PENLY_0017
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;18;FBL;MCE;160;16;41;41;I;-1;1;18;KS_13_TRIM3_PENLY_0018
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;32;FBL;MCE;160;16;45;45;I;-1;1;19;KS_13_TRIM3_PENLY_0019
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;1;FBL;MCE;180;18;54;54;M;1;1;22;KS_13_TRIM3_PENLY_0022
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;1;FBL;MCE;190;19;78;78;M;1;1;23;KS_13_TRIM3_PENLY_0023
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;1;FBL;MCE;200;20;79;79;M;1;2;24;KS_13_TRIM3_PENLY_0024
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;1;FBL;MCE;200;20;80;80;M;1;2;25;KS_13_TRIM3_PENLY_0025
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;1;FBL;MCE;220;22;102;102;M;1;3;26;KS_13_TRIM3_PENLY_0026
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;1;FBL;MCE;220;22;108;108;M;1;3;27;KS_13_TRIM3_PENLY_0027
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;1;FBL;MCE;240;24;132;132;M;1;3;28;KS_13_TRIM3_PENLY_0028
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;2;FBL;MCE;190;19;66;66;M;1;1;29;KS_13_TRIM3_PENLY_0029
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;2;FBL;MCE;200;20;78;78;M;1;2;30;KS_13_TRIM3_PENLY_0030
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;2;FBL;MCE;210;21;95;95;M;1;2;31;KS_13_TRIM3_PENLY_0031
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;2;FBL;MCE;220;22;117;117;M;1;3;32;KS_13_TRIM3_PENLY_0032
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;2;FBL;MCE;220;22;118;118;M;1;2;33;KS_13_TRIM3_PENLY_0033
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;2;FBL;MCE;250;25;163;163;M;1;4;34;KS_13_TRIM3_PENLY_0034
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;3;FBL;MCE;180;18;58;58;M;1;1;35;KS_13_TRIM3_PENLY_0035
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;3;FBL;MCE;200;20;83;83;M;1;1;36;KS_13_TRIM3_PENLY_0036
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;3;FBL;MCE;260;26;183;183;M;1;4;37;KS_13_TRIM3_PENLY_0037
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;4;FBL;MCE;130;13;25;25;M;1;0;38;KS_13_TRIM3_PENLY_0038
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;4;FBL;MCE;170;17;48;48;M;1;1;39;KS_13_TRIM3_PENLY_0039
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;4;FBL;MCE;220;22;112;112;M;1;1;40;KS_13_TRIM3_PENLY_0040
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;6;FBL;MCE;190;19;71;71;M;1;1;41;KS_13_TRIM3_PENLY_0041
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;10;FBL;MCE;240;24;140;140;M;1;3;42;KS_13_TRIM3_PENLY_0042
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;18;FBL;MCE;190;19;75;75;M;1;2;43;KS_13_TRIM3_PENLY_0043
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;18;FBL;MCE;220;22;97;97;M;1;2;44;KS_13_TRIM3_PENLY_0044
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;1;FBL;MCE;180;18;59;59;F;-1;1;59;KS_13_TRIM3_PENLY_0059
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;1;FBL;MCE;200;20;87;87;F;-1;1;60;KS_13_TRIM3_PENLY_0060
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;1;FBL;MCE;200;20;78;78;F;-1;1;61;KS_13_TRIM3_PENLY_0061
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;1;FBL;MCE;220;22;112;112;F;-1;2;62;KS_13_TRIM3_PENLY_0062
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;1;FBL;MCE;230;23;117;117;F;-1;1;63;KS_13_TRIM3_PENLY_0063
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;1;FBL;MCE;270;27;205;205;F;-1;2;64;KS_13_TRIM3_PENLY_0064
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;2;FBL;MCE;190;19;68;68;F;-1;1;65;KS_13_TRIM3_PENLY_0065
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;2;FBL;MCE;210;21;97;97;F;-1;2;66;KS_13_TRIM3_PENLY_0066
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;2;FBL;MCE;220;22;114;114;F;-1;2;67;KS_13_TRIM3_PENLY_0067
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;2;FBL;MCE;230;23;123;123;F;-1;1;68;KS_13_TRIM3_PENLY_0068
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;2;FBL;MCE;230;23;116;116;F;-1;2;69;KS_13_TRIM3_PENLY_0069
930675;TBB;1978;Longueur totale (LT);1;cm;g;Entier;4;Otolithe;Entier;-1;-1;26/08/2013;2;FBL;MCE;240;24;163;163;F;-1;3;70;KS_13_TRIM3_PENLY_0070
